Date,"Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
07-02-1990,1.655
08-02-1990,1.673
09-02-1990,1.675
12-02-1990,1.67
13-02-1990,1.677
14-02-1990,1.672
15-02-1990,1.681
16-02-1990,1.68
20-02-1990,1.675
21-02-1990,1.666
22-02-1990,1.67
23-02-1990,1.678
26-02-1990,1.692
27-02-1990,1.685
28-02-1990,1.697
01-03-1990,1.715
02-03-1990,1.72
05-03-1990,1.704
06-03-1990,1.701
07-03-1990,1.707
08-03-1990,1.702
09-03-1990,1.705
12-03-1990,1.711
13-03-1990,1.717
14-03-1990,1.713
15-03-1990,1.703
16-03-1990,1.695
19-03-1990,1.683
20-03-1990,1.697
21-03-1990,1.709
22-03-1990,1.705
23-03-1990,1.711
26-03-1990,1.712
27-03-1990,1.712
28-03-1990,1.711
29-03-1990,1.698
30-03-1990,1.688
02-04-1990,1.704
03-04-1990,1.701
04-04-1990,1.7
05-04-1990,1.7
06-04-1990,1.696
09-04-1990,1.693
10-04-1990,1.691
11-04-1990,1.675
12-04-1990,1.673
13-04-1990,1.673
16-04-1990,1.678
17-04-1990,1.678
18-04-1990,1.673
19-04-1990,1.677
20-04-1990,1.689
23-04-1990,1.698
24-04-1990,1.695
25-04-1990,1.683
26-04-1990,1.683
27-04-1990,1.676
30-04-1990,1.679
01-05-1990,1.681
02-05-1990,1.683
03-05-1990,1.683
04-05-1990,1.672
07-05-1990,1.656
08-05-1990,1.658
09-05-1990,1.638
10-05-1990,1.637
11-05-1990,1.631
14-05-1990,1.645
15-05-1990,1.647
16-05-1990,1.643
17-05-1990,1.648
18-05-1990,1.648
21-05-1990,1.664
22-05-1990,1.67
23-05-1990,1.673
24-05-1990,1.678
25-05-1990,1.683
29-05-1990,1.672
30-05-1990,1.682
31-05-1990,1.699
01-06-1990,1.694
04-06-1990,1.693
05-06-1990,1.692
06-06-1990,1.688
07-06-1990,1.692
08-06-1990,1.697
11-06-1990,1.692
12-06-1990,1.693
13-06-1990,1.693
14-06-1990,1.695
15-06-1990,1.694
18-06-1990,1.677
19-06-1990,1.669
20-06-1990,1.679
21-06-1990,1.681
22-06-1990,1.675
25-06-1990,1.678
26-06-1990,1.672
27-06-1990,1.664
28-06-1990,1.669
29-06-1990,1.666
02-07-1990,1.658
03-07-1990,1.652
05-07-1990,1.649
06-07-1990,1.654
09-07-1990,1.649
10-07-1990,1.646
11-07-1990,1.651
12-07-1990,1.658
13-07-1990,1.643
16-07-1990,1.653
17-07-1990,1.646
18-07-1990,1.644
19-07-1990,1.644
20-07-1990,1.642
23-07-1990,1.628
24-07-1990,1.619
25-07-1990,1.619
26-07-1990,1.623
27-07-1990,1.615
30-07-1990,1.609
31-07-1990,1.588
01-08-1990,1.593
02-08-1990,1.595
03-08-1990,1.593
06-08-1990,1.577
07-08-1990,1.581
08-08-1990,1.595
09-08-1990,1.592
10-08-1990,1.59
13-08-1990,1.577
14-08-1990,1.57
15-08-1990,1.563
16-08-1990,1.564
17-08-1990,1.551
20-08-1990,1.558
21-08-1990,1.555
22-08-1990,1.554
23-08-1990,1.548
24-08-1990,1.558
27-08-1990,1.552
28-08-1990,1.553
29-08-1990,1.558
30-08-1990,1.566
31-08-1990,1.576
04-09-1990,1.584
05-09-1990,1.564
06-09-1990,1.558
07-09-1990,1.566
10-09-1990,1.582
11-09-1990,1.592
12-09-1990,1.588
13-09-1990,1.575
14-09-1990,1.562
17-09-1990,1.558
18-09-1990,1.548
19-09-1990,1.569
20-09-1990,1.58
21-09-1990,1.578
24-09-1990,1.557
25-09-1990,1.564
26-09-1990,1.572
27-09-1990,1.571
28-09-1990,1.567
01-10-1990,1.552
02-10-1990,1.555
03-10-1990,1.545
04-10-1990,1.534
05-10-1990,1.547
09-10-1990,1.526
10-10-1990,1.528
11-10-1990,1.532
12-10-1990,1.518
15-10-1990,1.523
16-10-1990,1.516
17-10-1990,1.511
18-10-1990,1.511
19-10-1990,1.504
22-10-1990,1.517
23-10-1990,1.518
24-10-1990,1.508
25-10-1990,1.513
26-10-1990,1.517
29-10-1990,1.517
30-10-1990,1.519
31-10-1990,1.516
01-11-1990,1.508
02-11-1990,1.502
05-11-1990,1.487
06-11-1990,1.487
07-11-1990,1.482
08-11-1990,1.488
09-11-1990,1.488
13-11-1990,1.48
14-11-1990,1.472
15-11-1990,1.478
16-11-1990,1.471
19-11-1990,1.475
20-11-1990,1.477
21-11-1990,1.482
23-11-1990,1.486
26-11-1990,1.492
27-11-1990,1.48
28-11-1990,1.485
29-11-1990,1.497
30-11-1990,1.5
03-12-1990,1.514
04-12-1990,1.503
05-12-1990,1.503
06-12-1990,1.49
07-12-1990,1.479
10-12-1990,1.473
11-12-1990,1.481
12-12-1990,1.478
13-12-1990,1.481
14-12-1990,1.485
17-12-1990,1.487
18-12-1990,1.484
19-12-1990,1.479
20-12-1990,1.503
21-12-1990,1.527
24-12-1990,1.546
26-12-1990,1.532
27-12-1990,1.53
28-12-1990,1.497
31-12-1990,1.497
02-01-1991,1.49
03-01-1991,1.493
04-01-1991,1.508
07-01-1991,1.533
08-01-1991,1.531
09-01-1991,1.514
10-01-1991,1.532
11-01-1991,1.533
14-01-1991,1.545
15-01-1991,1.544
16-01-1991,1.544
17-01-1991,1.514
18-01-1991,1.504
22-01-1991,1.495
23-01-1991,1.488
24-01-1991,1.486
25-01-1991,1.49
28-01-1991,1.49
29-01-1991,1.488
30-01-1991,1.493
31-01-1991,1.479
01-02-1991,1.468
04-02-1991,1.465
05-02-1991,1.463
06-02-1991,1.451
07-02-1991,1.452
08-02-1991,1.457
11-02-1991,1.445
12-02-1991,1.453
13-02-1991,1.457
14-02-1991,1.466
15-02-1991,1.477
19-02-1991,1.493
20-02-1991,1.497
21-02-1991,1.491
22-02-1991,1.506
25-02-1991,1.523
26-02-1991,1.52
27-02-1991,1.522
28-02-1991,1.526
01-03-1991,1.538
04-03-1991,1.537
05-03-1991,1.534
06-03-1991,1.542
07-03-1991,1.548
08-03-1991,1.563
11-03-1991,1.58
12-03-1991,1.572
13-03-1991,1.577
14-03-1991,1.579
15-03-1991,1.599
18-03-1991,1.633
19-03-1991,1.654
20-03-1991,1.65
21-03-1991,1.638
22-03-1991,1.645
25-03-1991,1.671
26-03-1991,1.69
27-03-1991,1.706
28-03-1991,1.706
29-03-1991,1.698
01-04-1991,1.685
02-04-1991,1.678
03-04-1991,1.668
04-04-1991,1.665
05-04-1991,1.681
08-04-1991,1.689
09-04-1991,1.668
10-04-1991,1.679
11-04-1991,1.671
12-04-1991,1.684
15-04-1991,1.677
16-04-1991,1.665
17-04-1991,1.673
18-04-1991,1.689
19-04-1991,1.737
22-04-1991,1.767
23-04-1991,1.742
24-04-1991,1.754
25-04-1991,1.748
26-04-1991,1.755
29-04-1991,1.769
30-04-1991,1.719
01-05-1991,1.706
02-05-1991,1.724
03-05-1991,1.748
06-05-1991,1.738
07-05-1991,1.721
08-05-1991,1.733
09-05-1991,1.744
10-05-1991,1.727
13-05-1991,1.714
14-05-1991,1.702
15-05-1991,1.691
16-05-1991,1.698
17-05-1991,1.738
20-05-1991,1.728
21-05-1991,1.713
22-05-1991,1.722
23-05-1991,1.714
24-05-1991,1.708
28-05-1991,1.698
29-05-1991,1.713
30-05-1991,1.721
31-05-1991,1.74
03-06-1991,1.746
04-06-1991,1.739
05-06-1991,1.749
06-06-1991,1.753
07-06-1991,1.77
10-06-1991,1.771
11-06-1991,1.773
12-06-1991,1.792
13-06-1991,1.798
14-06-1991,1.79
17-06-1991,1.798
18-06-1991,1.814
19-06-1991,1.79
20-06-1991,1.798
21-06-1991,1.799
24-06-1991,1.785
25-06-1991,1.799
26-06-1991,1.785
27-06-1991,1.796
28-06-1991,1.814
01-07-1991,1.822
02-07-1991,1.835
03-07-1991,1.831
05-07-1991,1.827
08-07-1991,1.811
09-07-1991,1.818
10-07-1991,1.815
11-07-1991,1.834
12-07-1991,1.789
15-07-1991,1.788
16-07-1991,1.8
17-07-1991,1.79
18-07-1991,1.771
19-07-1991,1.749
22-07-1991,1.759
23-07-1991,1.757
24-07-1991,1.737
25-07-1991,1.756
26-07-1991,1.739
29-07-1991,1.753
30-07-1991,1.752
31-07-1991,1.747
01-08-1991,1.758
02-08-1991,1.735
05-08-1991,1.72
06-08-1991,1.713
07-08-1991,1.709
08-08-1991,1.724
09-08-1991,1.728
12-08-1991,1.725
13-08-1991,1.731
14-08-1991,1.735
15-08-1991,1.733
16-08-1991,1.761
19-08-1991,1.817
20-08-1991,1.804
21-08-1991,1.753
22-08-1991,1.728
23-08-1991,1.753
26-08-1991,1.748
27-08-1991,1.749
28-08-1991,1.74
29-08-1991,1.747
30-08-1991,1.749
03-09-1991,1.74
04-09-1991,1.737
05-09-1991,1.74
06-09-1991,1.733
09-09-1991,1.695
10-09-1991,1.694
11-09-1991,1.697
12-09-1991,1.687
13-09-1991,1.685
16-09-1991,1.674
17-09-1991,1.671
18-09-1991,1.682
19-09-1991,1.69
20-09-1991,1.688
23-09-1991,1.673
24-09-1991,1.678
25-09-1991,1.683
26-09-1991,1.684
27-09-1991,1.676
30-09-1991,1.663
01-10-1991,1.666
02-10-1991,1.663
03-10-1991,1.666
04-10-1991,1.678
07-10-1991,1.681
08-10-1991,1.696
09-10-1991,1.692
10-10-1991,1.694
11-10-1991,1.693
15-10-1991,1.712
16-10-1991,1.702
17-10-1991,1.703
18-10-1991,1.689
21-10-1991,1.691
22-10-1991,1.695
23-10-1991,1.704
24-10-1991,1.7
25-10-1991,1.701
28-10-1991,1.711
29-10-1991,1.691
30-10-1991,1.672
31-10-1991,1.668
01-11-1991,1.662
04-11-1991,1.632
05-11-1991,1.643
06-11-1991,1.641
07-11-1991,1.631
08-11-1991,1.643
12-11-1991,1.637
13-11-1991,1.639
14-11-1991,1.631
15-11-1991,1.638
18-11-1991,1.606
19-11-1991,1.603
20-11-1991,1.603
21-11-1991,1.597
22-11-1991,1.586
25-11-1991,1.583
26-11-1991,1.58
27-11-1991,1.616
29-11-1991,1.627
02-12-1991,1.609
03-12-1991,1.614
04-12-1991,1.615
05-12-1991,1.59
06-12-1991,1.573
09-12-1991,1.575
10-12-1991,1.578
11-12-1991,1.576
12-12-1991,1.581
13-12-1991,1.583
16-12-1991,1.579
17-12-1991,1.577
18-12-1991,1.574
19-12-1991,1.559
20-12-1991,1.535
23-12-1991,1.515
24-12-1991,1.525
26-12-1991,1.511
27-12-1991,1.517
30-12-1991,1.52
31-12-1991,1.52
02-01-1992,1.528
03-01-1992,1.547
06-01-1992,1.519
07-01-1992,1.521
08-01-1992,1.515
09-01-1992,1.547
10-01-1992,1.583
13-01-1992,1.573
14-01-1992,1.591
15-01-1992,1.622
16-01-1992,1.618
17-01-1992,1.608
21-01-1992,1.584
22-01-1992,1.587
23-01-1992,1.596
24-01-1992,1.586
27-01-1992,1.617
28-01-1992,1.596
29-01-1992,1.59
30-01-1992,1.622
31-01-1992,1.608
03-02-1992,1.598
04-02-1992,1.593
05-02-1992,1.59
06-02-1992,1.577
07-02-1992,1.56
10-02-1992,1.572
11-02-1992,1.592
12-02-1992,1.606
13-02-1992,1.623
14-02-1992,1.629
18-02-1992,1.649
19-02-1992,1.647
20-02-1992,1.647
21-02-1992,1.65
24-02-1992,1.649
25-02-1992,1.641
26-02-1992,1.653
27-02-1992,1.644
28-02-1992,1.637
02-03-1992,1.641
03-03-1992,1.657
04-03-1992,1.672
05-03-1992,1.672
06-03-1992,1.67
09-03-1992,1.665
10-03-1992,1.672
11-03-1992,1.665
12-03-1992,1.673
13-03-1992,1.667
16-03-1992,1.666
17-03-1992,1.653
18-03-1992,1.649
19-03-1992,1.67
20-03-1992,1.678
23-03-1992,1.67
24-03-1992,1.665
25-03-1992,1.651
26-03-1992,1.662
27-03-1992,1.645
30-03-1992,1.649
31-03-1992,1.647
01-04-1992,1.651
02-04-1992,1.646
03-04-1992,1.624
06-04-1992,1.622
07-04-1992,1.625
08-04-1992,1.626
09-04-1992,1.621
10-04-1992,1.638
13-04-1992,1.655
14-04-1992,1.645
15-04-1992,1.662
16-04-1992,1.666
17-04-1992,1.669
20-04-1992,1.674
21-04-1992,1.67
22-04-1992,1.663
23-04-1992,1.662
24-04-1992,1.652
27-04-1992,1.651
28-04-1992,1.656
29-04-1992,1.657
30-04-1992,1.653
01-05-1992,1.641
04-05-1992,1.644
05-05-1992,1.642
06-05-1992,1.632
07-05-1992,1.636
08-05-1992,1.647
11-05-1992,1.642
12-05-1992,1.622
13-05-1992,1.622
14-05-1992,1.613
15-05-1992,1.615
18-05-1992,1.595
19-05-1992,1.591
20-05-1992,1.601
21-05-1992,1.615
22-05-1992,1.619
26-05-1992,1.608
27-05-1992,1.634
28-05-1992,1.627
29-05-1992,1.607
01-06-1992,1.611
02-06-1992,1.607
03-06-1992,1.604
04-06-1992,1.6
05-06-1992,1.588
08-06-1992,1.59
09-06-1992,1.591
10-06-1992,1.594
11-06-1992,1.579
12-06-1992,1.577
15-06-1992,1.571
16-06-1992,1.568
17-06-1992,1.578
18-06-1992,1.565
19-06-1992,1.571
22-06-1992,1.566
23-06-1992,1.565
24-06-1992,1.552
25-06-1992,1.542
26-06-1992,1.539
29-06-1992,1.517
30-06-1992,1.524
01-07-1992,1.518
02-07-1992,1.514
03-07-1992,1.517
06-07-1992,1.513
07-07-1992,1.5
08-07-1992,1.497
09-07-1992,1.518
10-07-1992,1.496
13-07-1992,1.479
14-07-1992,1.491
15-07-1992,1.478
16-07-1992,1.476
17-07-1992,1.46
20-07-1992,1.482
21-07-1992,1.489
22-07-1992,1.489
23-07-1992,1.484
24-07-1992,1.502
27-07-1992,1.483
28-07-1992,1.474
29-07-1992,1.484
30-07-1992,1.482
31-07-1992,1.481
03-08-1992,1.478
04-08-1992,1.475
05-08-1992,1.478
06-08-1992,1.482
07-08-1992,1.465
10-08-1992,1.468
11-08-1992,1.471
12-08-1992,1.465
13-08-1992,1.459
14-08-1992,1.468
17-08-1992,1.463
18-08-1992,1.458
19-08-1992,1.453
20-08-1992,1.448
21-08-1992,1.438
24-08-1992,1.404
25-08-1992,1.4
26-08-1992,1.407
27-08-1992,1.411
28-08-1992,1.407
31-08-1992,1.402
01-09-1992,1.394
02-09-1992,1.391
03-09-1992,1.412
04-09-1992,1.405
08-09-1992,1.392
09-09-1992,1.412
10-09-1992,1.411
11-09-1992,1.452
14-09-1992,1.486
15-09-1992,1.487
16-09-1992,1.518
17-09-1992,1.482
18-09-1992,1.502
21-09-1992,1.482
22-09-1992,1.491
23-09-1992,1.502
24-09-1992,1.486
25-09-1992,1.486
28-09-1992,1.452
29-09-1992,1.426
30-09-1992,1.415
01-10-1992,1.426
02-10-1992,1.409
05-10-1992,1.405
06-10-1992,1.43
07-10-1992,1.443
08-10-1992,1.472
09-10-1992,1.487
13-10-1992,1.472
14-10-1992,1.463
15-10-1992,1.45
16-10-1992,1.477
19-10-1992,1.485
20-10-1992,1.52
21-10-1992,1.509
22-10-1992,1.511
23-10-1992,1.532
26-10-1992,1.539
27-10-1992,1.536
28-10-1992,1.54
29-10-1992,1.541
30-10-1992,1.543
02-11-1992,1.567
03-11-1992,1.563
04-11-1992,1.568
05-11-1992,1.578
06-11-1992,1.595
09-11-1992,1.589
10-11-1992,1.597
12-11-1992,1.588
13-11-1992,1.566
16-11-1992,1.593
17-11-1992,1.6
18-11-1992,1.597
19-11-1992,1.58
20-11-1992,1.593
23-11-1992,1.602
24-11-1992,1.602
25-11-1992,1.594
27-11-1992,1.599
30-11-1992,1.594
01-12-1992,1.582
02-12-1992,1.572
03-12-1992,1.582
04-12-1992,1.598
07-12-1992,1.568
08-12-1992,1.556
09-12-1992,1.571
10-12-1992,1.582
11-12-1992,1.577
14-12-1992,1.57
15-12-1992,1.568
16-12-1992,1.555
17-12-1992,1.562
18-12-1992,1.567
21-12-1992,1.567
22-12-1992,1.587
23-12-1992,1.595
24-12-1992,1.599
28-12-1992,1.608
29-12-1992,1.613
30-12-1992,1.614
31-12-1992,1.62
04-01-1993,1.638
05-01-1993,1.625
06-01-1993,1.635
07-01-1993,1.637
08-01-1993,1.639
11-01-1993,1.63
12-01-1993,1.632
13-01-1993,1.633
14-01-1993,1.62
15-01-1993,1.634
19-01-1993,1.612
20-01-1993,1.607
21-01-1993,1.616
22-01-1993,1.59
25-01-1993,1.573
26-01-1993,1.577
27-01-1993,1.583
28-01-1993,1.586
29-01-1993,1.611
01-02-1993,1.638
02-02-1993,1.642
03-02-1993,1.646
04-02-1993,1.654
05-02-1993,1.655
08-02-1993,1.655
09-02-1993,1.652
10-02-1993,1.655
11-02-1993,1.658
12-02-1993,1.663
16-02-1993,1.633
17-02-1993,1.629
18-02-1993,1.634
19-02-1993,1.636
22-02-1993,1.629
23-02-1993,1.614
24-02-1993,1.619
25-02-1993,1.634
26-02-1993,1.642
01-03-1993,1.647
02-03-1993,1.643
03-03-1993,1.648
04-03-1993,1.636
05-03-1993,1.668
08-03-1993,1.663
09-03-1993,1.668
10-03-1993,1.666
11-03-1993,1.662
12-03-1993,1.666
15-03-1993,1.662
16-03-1993,1.664
17-03-1993,1.665
18-03-1993,1.654
19-03-1993,1.634
22-03-1993,1.638
23-03-1993,1.632
24-03-1993,1.629
25-03-1993,1.642
26-03-1993,1.63
29-03-1993,1.63
30-03-1993,1.618
31-03-1993,1.611
01-04-1993,1.597
02-04-1993,1.611
05-04-1993,1.596
06-04-1993,1.613
07-04-1993,1.616
08-04-1993,1.607
09-04-1993,1.604
12-04-1993,1.593
13-04-1993,1.58
14-04-1993,1.591
15-04-1993,1.605
16-04-1993,1.615
19-04-1993,1.601
20-04-1993,1.599
21-04-1993,1.605
22-04-1993,1.606
23-04-1993,1.583
26-04-1993,1.568
27-04-1993,1.58
28-04-1993,1.585
29-04-1993,1.582
30-04-1993,1.588
03-05-1993,1.584
04-05-1993,1.572
05-05-1993,1.58
06-05-1993,1.579
07-05-1993,1.584
10-05-1993,1.604
11-05-1993,1.609
12-05-1993,1.612
13-05-1993,1.615
14-05-1993,1.602
17-05-1993,1.618
18-05-1993,1.625
19-05-1993,1.624
20-05-1993,1.613
21-05-1993,1.627
24-05-1993,1.637
25-05-1993,1.629
26-05-1993,1.632
27-05-1993,1.613
28-05-1993,1.588
01-06-1993,1.592
02-06-1993,1.597
03-06-1993,1.601
04-06-1993,1.624
07-06-1993,1.621
08-06-1993,1.625
09-06-1993,1.638
10-06-1993,1.634
11-06-1993,1.622
14-06-1993,1.626
15-06-1993,1.637
16-06-1993,1.659
17-06-1993,1.657
18-06-1993,1.68
21-06-1993,1.69
22-06-1993,1.698
23-06-1993,1.694
24-06-1993,1.709
25-06-1993,1.704
28-06-1993,1.7
29-06-1993,1.693
30-06-1993,1.706
01-07-1993,1.702
02-07-1993,1.696
06-07-1993,1.7
07-07-1993,1.708
08-07-1993,1.705
09-07-1993,1.722
12-07-1993,1.729
13-07-1993,1.72
14-07-1993,1.717
15-07-1993,1.724
16-07-1993,1.723
19-07-1993,1.706
20-07-1993,1.71
21-07-1993,1.698
22-07-1993,1.708
23-07-1993,1.719
26-07-1993,1.724
27-07-1993,1.727
28-07-1993,1.719
29-07-1993,1.736
30-07-1993,1.741
02-08-1993,1.716
03-08-1993,1.704
04-08-1993,1.711
05-08-1993,1.716
06-08-1993,1.698
09-08-1993,1.697
10-08-1993,1.708
11-08-1993,1.718
12-08-1993,1.718
13-08-1993,1.711
16-08-1993,1.687
17-08-1993,1.697
18-08-1993,1.684
19-08-1993,1.686
20-08-1993,1.679
23-08-1993,1.69
24-08-1993,1.683
25-08-1993,1.689
26-08-1993,1.669
27-08-1993,1.667
30-08-1993,1.674
31-08-1993,1.678
01-09-1993,1.66
02-09-1993,1.648
03-09-1993,1.622
07-09-1993,1.611
08-09-1993,1.62
09-09-1993,1.6
10-09-1993,1.598
13-09-1993,1.612
14-09-1993,1.607
15-09-1993,1.594
16-09-1993,1.607
17-09-1993,1.611
20-09-1993,1.614
21-09-1993,1.641
22-09-1993,1.629
23-09-1993,1.645
24-09-1993,1.649
27-09-1993,1.631
28-09-1993,1.617
29-09-1993,1.614
30-09-1993,1.634
01-10-1993,1.631
04-10-1993,1.625
05-10-1993,1.624
06-10-1993,1.623
07-10-1993,1.623
08-10-1993,1.606
12-10-1993,1.597
13-10-1993,1.604
14-10-1993,1.614
15-10-1993,1.615
18-10-1993,1.628
19-10-1993,1.638
20-10-1993,1.646
21-10-1993,1.664
22-10-1993,1.675
25-10-1993,1.672
26-10-1993,1.684
27-10-1993,1.682
28-10-1993,1.686
29-10-1993,1.677
01-11-1993,1.694
02-11-1993,1.695
03-11-1993,1.694
04-11-1993,1.697
05-11-1993,1.692
08-11-1993,1.686
09-11-1993,1.695
10-11-1993,1.692
12-11-1993,1.693
15-11-1993,1.691
16-11-1993,1.705
17-11-1993,1.706
18-11-1993,1.712
19-11-1993,1.716
22-11-1993,1.704
23-11-1993,1.701
24-11-1993,1.702
26-11-1993,1.712
29-11-1993,1.709
30-11-1993,1.718
01-12-1993,1.718
02-12-1993,1.722
03-12-1993,1.722
06-12-1993,1.707
07-12-1993,1.706
08-12-1993,1.706
09-12-1993,1.706
10-12-1993,1.698
13-12-1993,1.705
14-12-1993,1.714
15-12-1993,1.716
16-12-1993,1.709
17-12-1993,1.705
20-12-1993,1.714
21-12-1993,1.709
22-12-1993,1.702
23-12-1993,1.694
24-12-1993,1.698
27-12-1993,1.701
28-12-1993,1.701
29-12-1993,1.718
30-12-1993,1.735
31-12-1993,1.74
03-01-1994,1.742
04-01-1994,1.738
05-01-1994,1.741
06-01-1994,1.743
07-01-1994,1.732
10-01-1994,1.734
11-01-1994,1.74
12-01-1994,1.735
13-01-1994,1.751
14-01-1994,1.751
18-01-1994,1.747
19-01-1994,1.747
20-01-1994,1.737
21-01-1994,1.747
24-01-1994,1.751
25-01-1994,1.754
26-01-1994,1.747
27-01-1994,1.745
28-01-1994,1.733
31-01-1994,1.74
01-02-1994,1.732
02-02-1994,1.734
03-02-1994,1.737
04-02-1994,1.752
07-02-1994,1.761
08-02-1994,1.763
09-02-1994,1.758
10-02-1994,1.754
11-02-1994,1.753
14-02-1994,1.743
15-02-1994,1.728
16-02-1994,1.724
17-02-1994,1.731
18-02-1994,1.719
22-02-1994,1.726
23-02-1994,1.729
24-02-1994,1.721
25-02-1994,1.709
28-02-1994,1.704
01-03-1994,1.712
02-03-1994,1.703
03-03-1994,1.708
04-03-1994,1.718
07-03-1994,1.718
08-03-1994,1.717
09-03-1994,1.709
10-03-1994,1.688
11-03-1994,1.677
14-03-1994,1.691
15-03-1994,1.694
16-03-1994,1.689
17-03-1994,1.685
18-03-1994,1.691
21-03-1994,1.698
22-03-1994,1.687
23-03-1994,1.686
24-03-1994,1.668
25-03-1994,1.667
28-03-1994,1.673
29-03-1994,1.675
30-03-1994,1.674
31-03-1994,1.668
01-04-1994,1.695
04-04-1994,1.698
05-04-1994,1.711
06-04-1994,1.715
07-04-1994,1.719
08-04-1994,1.711
11-04-1994,1.712
12-04-1994,1.72
13-04-1994,1.712
14-04-1994,1.709
15-04-1994,1.712
18-04-1994,1.719
19-04-1994,1.701
20-04-1994,1.695
21-04-1994,1.69
22-04-1994,1.694
25-04-1994,1.679
26-04-1994,1.679
27-04-1994,1.671
28-04-1994,1.667
29-04-1994,1.661
02-05-1994,1.647
03-05-1994,1.641
04-05-1994,1.659
05-05-1994,1.667
06-05-1994,1.663
09-05-1994,1.654
10-05-1994,1.672
11-05-1994,1.672
12-05-1994,1.668
13-05-1994,1.67
16-05-1994,1.674
17-05-1994,1.666
18-05-1994,1.657
19-05-1994,1.655
20-05-1994,1.647
23-05-1994,1.646
24-05-1994,1.654
25-05-1994,1.645
26-05-1994,1.644
27-05-1994,1.644
31-05-1994,1.645
01-06-1994,1.645
02-06-1994,1.654
03-06-1994,1.668
06-06-1994,1.668
07-06-1994,1.667
08-06-1994,1.671
09-06-1994,1.675
10-06-1994,1.666
13-06-1994,1.647
14-06-1994,1.644
15-06-1994,1.636
16-06-1994,1.632
17-06-1994,1.612
20-06-1994,1.601
21-06-1994,1.593
22-06-1994,1.606
23-06-1994,1.601
24-06-1994,1.587
27-06-1994,1.578
28-06-1994,1.581
29-06-1994,1.584
30-06-1994,1.585
01-07-1994,1.593
05-07-1994,1.584
06-07-1994,1.569
07-07-1994,1.574
08-07-1994,1.566
11-07-1994,1.536
12-07-1994,1.522
13-07-1994,1.536
14-07-1994,1.549
15-07-1994,1.557
18-07-1994,1.546
19-07-1994,1.566
20-07-1994,1.562
21-07-1994,1.575
22-07-1994,1.592
25-07-1994,1.591
26-07-1994,1.587
27-07-1994,1.576
28-07-1994,1.582
29-07-1994,1.588
01-08-1994,1.578
02-08-1994,1.579
03-08-1994,1.581
04-08-1994,1.582
05-08-1994,1.58
08-08-1994,1.58
09-08-1994,1.582
10-08-1994,1.577
11-08-1994,1.578
12-08-1994,1.559
15-08-1994,1.551
16-08-1994,1.551
17-08-1994,1.556
18-08-1994,1.547
19-08-1994,1.54
22-08-1994,1.531
23-08-1994,1.539
24-08-1994,1.546
25-08-1994,1.547
26-08-1994,1.567
29-08-1994,1.579
30-08-1994,1.578
31-08-1994,1.58
01-09-1994,1.574
02-09-1994,1.557
06-09-1994,1.544
07-09-1994,1.549
08-09-1994,1.558
09-09-1994,1.539
12-09-1994,1.541
13-09-1994,1.548
14-09-1994,1.54
15-09-1994,1.548
16-09-1994,1.535
19-09-1994,1.552
20-09-1994,1.555
21-09-1994,1.548
22-09-1994,1.547
23-09-1994,1.544
26-09-1994,1.556
27-09-1994,1.549
28-09-1994,1.55
29-09-1994,1.548
30-09-1994,1.551
03-10-1994,1.555
04-10-1994,1.551
05-10-1994,1.543
06-10-1994,1.545
07-10-1994,1.545
11-10-1994,1.548
12-10-1994,1.543
13-10-1994,1.541
14-10-1994,1.52
17-10-1994,1.501
18-10-1994,1.502
19-10-1994,1.503
20-10-1994,1.502
21-10-1994,1.499
24-10-1994,1.497
25-10-1994,1.492
26-10-1994,1.496
27-10-1994,1.497
28-10-1994,1.51
31-10-1994,1.504
01-11-1994,1.497
02-11-1994,1.504
03-11-1994,1.524
04-11-1994,1.522
07-11-1994,1.514
08-11-1994,1.507
09-11-1994,1.529
10-11-1994,1.533
14-11-1994,1.541
15-11-1994,1.545
16-11-1994,1.552
17-11-1994,1.546
18-11-1994,1.555
21-11-1994,1.56
22-11-1994,1.555
23-11-1994,1.552
25-11-1994,1.56
28-11-1994,1.565
29-11-1994,1.567
30-11-1994,1.569
01-12-1994,1.574
02-12-1994,1.577
05-12-1994,1.572
06-12-1994,1.575
07-12-1994,1.572
08-12-1994,1.577
09-12-1994,1.578
12-12-1994,1.574
13-12-1994,1.571
14-12-1994,1.571
15-12-1994,1.571
16-12-1994,1.573
19-12-1994,1.574
20-12-1994,1.573
21-12-1994,1.571
22-12-1994,1.578
23-12-1994,1.58
27-12-1994,1.577
28-12-1994,1.571
29-12-1994,1.55
30-12-1994,1.55
03-01-1995,1.555
04-01-1995,1.561
05-01-1995,1.552
06-01-1995,1.56
09-01-1995,1.546
10-01-1995,1.54
11-01-1995,1.536
12-01-1995,1.527
13-01-1995,1.536
17-01-1995,1.531
18-01-1995,1.53
19-01-1995,1.523
20-01-1995,1.513
23-01-1995,1.512
24-01-1995,1.513
25-01-1995,1.516
26-01-1995,1.514
27-01-1995,1.516
30-01-1995,1.504
31-01-1995,1.523
01-02-1995,1.524
02-02-1995,1.519
03-02-1995,1.526
06-02-1995,1.531
07-02-1995,1.536
08-02-1995,1.533
09-02-1995,1.528
10-02-1995,1.522
13-02-1995,1.521
14-02-1995,1.514
15-02-1995,1.512
16-02-1995,1.492
17-02-1995,1.489
21-02-1995,1.477
22-02-1995,1.471
23-02-1995,1.47
